Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,valence_bin,speechiness_bin
110661,0zjORbo98bRxMmyS3wzeKW,Chicane;Bryan Adams,Twenty,Don't Give Up,49,210786,False,0.644,0.72,10,-9.635,0,0.0419,0.00145,0.504,0.0839,0.53,132.017,4,trance,0.5-0.6,0.0-0.1
110662,4cfEA7zQhaQpkhUFonoOPw,Dead by April,Worlds Collide,Crying Over You,51,265226,False,0.377,0.955,8,-4.581,0,0.0924,0.00113,0.634,0.341,0.506,180.048,4,trance,0.5-0.6,0.0-0.1
110663,0taZjhXbTPtGHQsEv3nhkl,Andy Moor;Somna;Natalie Major,Born to Run,Born to Run,44,210376,False,0.581,0.809,7,-8.852,0,0.0394,0.0277,0.548,0.399,0.0828,127.993,4,trance,0.0-0.1,0.0-0.1
110665,0CBOEvhkbOWAWiLkYbYXxM,Fungus Funk,Psychedelic Awakening,Protomolecule - Original mix,28,433390,False,0.697,0.954,7,-5.751,1,0.043,1.78e-05,0.875,0.751,0.27,141.998,4,trance,0.2-0.3,0.0-0.1
110669,5XOsVtC4JMqNUVg48w9z13,Astrix;Avalon,Remixes,Sapana - Avalon Remix,39,491666,False,0.614,0.946,11,-6.165,0,0.0408,7.99e-05,0.718,0.199,0.0768,144.011,4,trance,0.0-0.1,0.0-0.1
110672,63mwx3CdqgxPOEOGXvhuZN,Astrix,He.art,Alien Turned Human,41,488823,False,0.382,0.83,4,-8.322,0,0.0662,0.000354,0.81,0.152,0.0345,135.991,4,trance,0.0-0.1,0.0-0.1
110673,27jMFglAMnOG5rn2NwSt1Z,Ace Ventura;Animato,Moments of Ecstasy,Moments of Ecstasy,36,445714,False,0.619,0.928,6,-6.818,0,0.0482,0.00199,0.767,0.615,0.468,140.007,4,trance,0.4-0.5,0.0-0.1
110674,6ci9b9DpCNHSfKRIS626lT,Synergetic Emotion,Endemic (Compiled by Durs),Touché,35,221500,False,0.638,0.593,6,-8.064,0,0.0311,0.107,0.832,0.122,0.3,140.024,4,trance,0.2-0.3,0.0-0.1
110675,4GFJmAmzgZ95AbEMeNEi7l,Sighter,Northern Lights,Northern Lights,35,398142,False,0.494,0.774,10,-7.924,0,0.0356,0.000199,0.846,0.0716,0.107,139.989,4,trance,0.1-0.2,0.0-0.1
110676,3mACbLdK3YU4H6SQjVKhN4,Dickster;Outsiders,Be as You Are,Strange Goblin,24,489863,False,0.59,0.983,8,-6.793,0,0.0554,0.000712,0.802,0.113,0.66,145.999,4,trance,0.6-0.7,0.0-0.1
110677,6kNp25thKD57gxpyz7M7IE,Spirit Architect,Moonshine,Ayahuasca,32,370758,False,0.591,0.977,8,-5.051,1,0.0667,0.000266,0.734,0.137,0.0818,144.997,4,trance,0.0-0.1,0.0-0.1
110686,1oOOiIOR4OXntHkpSvytwb,York;Scot & Millfield,The Awakening (2020 Edit),The Awakening - 2020 Edit,51,212015,False,0.848,0.87,11,-4.014,0,0.0395,0.172,0.795,0.247,0.25,120.013,4,trance,0.2-0.3,0.0-0.1
110689,0vfTdJ8TYLBVuDAvjCHaOa,Digicult,Out Of This World,Star Travel - Original Mix,33,432346,False,0.51,0.921,7,-6.187,1,0.0405,0.000311,0.822,0.11,0.334,145.004,4,trance,0.3-0.4,0.0-0.1
110700,6NHRWtAQTtCELvv3h0pGYq,Becker;Labirinto,DMT,DMT,37,450206,False,0.626,0.955,6,-6.072,1,0.0602,0.000162,0.824,0.326,0.377,145.008,4,trance,0.3-0.4,0.0-0.1
110701,5skawbzQY8Y8yKtPq8y897,Menumas,Stars,Stars,33,489931,False,0.71,0.535,0,-8.307,1,0.0649,0.0109,0.822,0.142,0.306,144.996,4,trance,0.3-0.4,0.0-0.1
110704,4jzYRdSHm4aBXqjLoCXcBD,Mandragora,Nostalgia,Nostalgia - Original Mix,35,262000,False,0.66,0.602,2,-7.606,0,0.0325,0.0196,0.542,0.0739,0.108,127.965,4,trance,0.1-0.2,0.0-0.1
110705,1Vc1lmI1hZQOyIgO7SN2Xk,Omiki;Mandragora,Balkan (Mandragora Remix),Balkan - Mandragora Remix,41,192948,False,0.665,0.905,2,-5.233,1,0.0599,0.000356,0.663,0.43,0.0378,99.755,4,trance,0.0-0.1,0.0-0.1
110706,4D1MZYkBeUXbizRC0Th0tF,Aly & Fila;Plumb;Paul Thomas,Somebody Loves You (Paul Thomas Remix),Somebody Loves You - Paul Thomas Remix,46,208064,False,0.562,0.851,4,-8.614,0,0.039,0.0277,0.929,0.234,0.0396,124.004,4,trance,0.0-0.1,0.0-0.1
110707,5nmr0qCA3JXN2MRdEDUFi6,16BL,Deep In My Soul EP,Deep In My Soul - Original Mix,45,483966,False,0.859,0.44,9,-11.224,0,0.0514,0.14,0.537,0.689,0.743,121.002,4,trance,0.7-0.8,0.0-0.1
110709,0sVGeRw2BwO6rSmODLkm1T,Mandragora,Disc 3,Drama,35,202036,False,0.761,0.588,2,-6.729,1,0.0276,0.169,0.853,0.178,0.0791,119.992,4,trance,0.0-0.1,0.0-0.1
110710,4toYSvr11AsKlRlGg1r5a2,Blastoyz;Reality Test,Part Of The Dream III - Compilation by Blastoyz & Reality Test,Kabalah,31,344347,False,0.278,0.984,4,-3.091,0,0.109,0.000578,0.815,0.671,0.0992,103.482,3,trance,0.0-0.1,0.1-0.2
110711,0H6vRV11qSb3YGU6LpCMCq,Menumas,Inner Voice,Inner Voice,36,513103,False,0.675,0.674,9,-5.811,0,0.0493,0.0264,0.795,0.292,0.0425,145.016,4,trance,0.0-0.1,0.0-0.1
110712,1XJMtuGHvGhu8BSJED4LHo,Armin van Buuren;AVIRA;Be No Rain;Colyn,Hollow (Colyn Remix),Hollow - Colyn Remix,40,259672,False,0.689,0.898,7,-4.014,1,0.031,0.00125,0.527,0.373,0.407,121.997,4,trance,0.4-0.5,0.0-0.1
110714,2DWMIhDJpB6h6CqJ1f8gA3,Ajja,Oddular,Context High - Original Mix,32,443333,False,0.676,0.93,1,-5.618,1,0.0552,3.9e-05,0.668,0.2,0.73,144.004,4,trance,0.7-0.8,0.0-0.1
110715,3pNnSLPQUHxUrLMoiMNN6d,LTN;Ghostbeat;Nina Carr,Captivated,Captivated,48,187118,False,0.737,0.741,7,-6.638,1,0.0302,0.118,0.504,0.148,0.212,117.99,4,trance,0.2-0.3,0.0-0.1
110717,2GnYss45b02kqVWTdc99QO,Hi Profile,"Goa Beach, Vol. 26",Harmony - Original Mix,39,429893,False,0.48,0.819,0,-9.471,1,0.172,0.000569,0.762,0.45,0.061,138.03,4,trance,0.0-0.1,0.1-0.2
110718,3CvUnlgIZHhlemdivpN4tY,Mandragora,Disc 1,Center Of The Universe,37,372000,False,0.695,0.557,5,-10.54,0,0.0435,0.532,0.836,0.545,0.426,135.981,4,trance,0.4-0.5,0.0-0.1
110721,5B4dKEFwXSEAJYTuXFogA6,Mad Tribe;Vertical Mode,Mix Tape Vol.2,Lsd Party - Vertical Mode Remix,30,496901,False,0.637,0.984,0,-6.352,1,0.0577,0.00125,0.774,0.616,0.486,142.004,4,trance,0.4-0.5,0.0-0.1
110724,40fFjxtsBoIdTEL71kbp39,Rub!k,Orbit 37,Orbit 37,46,174077,False,0.456,0.935,5,-3.03,0,0.0324,0.028,0.776,0.741,0.387,133.928,4,trance,0.3-0.4,0.0-0.1
110725,6rCcJf8p7z9QDlfzmBVSVl,Infected Mushroom;Bliss;MIYAVI,Head of NASA and the 2 Amish Boys,Bliss on Mushrooms,44,570978,False,0.562,0.732,6,-5.896,0,0.0489,0.0169,0.788,0.118,0.074,140.005,4,trance,0.0-0.1,0.0-0.1
110726,4s5YiAfgPWyq37WukmceRI,Paul van Dyk;Fuenka,Artefact,Artefact,47,220649,False,0.459,0.975,1,-7.354,1,0.0454,0.0191,0.893,0.0828,0.138,128.018,3,trance,0.1-0.2,0.0-0.1
110730,32qsBWH7rum5R0njrjXC9M,GAIA,Trance Top 1000 (Mini Mix 001) - Armada Music,Stellar (Mixed),51,109105,False,0.541,0.846,8,-10.979,1,0.0462,0.00306,0.901,0.516,0.0395,131.945,4,trance,0.0-0.1,0.0-0.1
110731,0TZL4krCFcuTlYZ8J9kcBX,Three Drives On A Vinyl,Greece 2000,Greece 2000,58,234773,False,0.707,0.842,1,-11.393,0,0.0532,0.00618,0.871,0.0628,0.763,131.783,4,trance,0.7-0.8,0.0-0.1
110733,2glojqSUlUzBiTLQqn425l,Tristan;Raja Ram,The Tristan Collection,Take A Trip,33,396387,False,0.592,0.939,0,-4.518,1,0.0711,0.00012,0.631,0.663,0.215,148.039,4,trance,0.2-0.3,0.0-0.1
110734,5WXnQn7u43LLa2pFhJoHlR,Tristan;Raja Ram;Laughing Buddha,Regan Presents Origin 5,Beautiful Garden - Laughing Buddha Remix,33,483270,False,0.633,0.898,5,-5.37,0,0.0404,2.9e-05,0.857,0.233,0.374,147.011,4,trance,0.3-0.4,0.0-0.1
110735,7FcYggV5JO2L00B6CKg7W0,Ace Ventura;GMS;Poli,Going Back (GMS & Poli Remix),Going Back (GMS & Poli Remix),41,445714,False,0.65,0.843,6,-7.398,0,0.0547,0.00344,0.884,0.0979,0.219,140.024,4,trance,0.2-0.3,0.0-0.1
110737,2zI4py4xY6v4vIrAlR6GtP,Paul van Dyk,For An Angel,For An Angel - PVD Angel In Heaven Radio Edit,58,233243,False,0.668,0.982,9,-7.979,0,0.0331,0.0437,0.849,0.887,0.591,138.223,4,trance,0.5-0.6,0.0-0.1
110738,4PTIAmRG2ckFNySN9FArFv,Tritonal,Tritonia 399,Adelphi '88 (Tritonia 399),46,262873,False,0.536,0.966,9,-5.94,0,0.0386,0.00122,0.62,0.416,0.162,125.987,4,trance,0.1-0.2,0.0-0.1
110740,2sZ0uw5ZgibFVCRWmpWBRK,Jam & Spoon;Wehbba,Odyssey to Anyoona (Wehbba + Frankyeffe Remix),Odyssey to Anyoona - Wehbba Remix,35,250909,False,0.516,0.925,10,-8.089,0,0.0474,0.00104,0.861,0.122,0.0368,132.013,4,trance,0.0-0.1,0.0-0.1
110741,0z9a2LaIyMT9t6XpxusJBK,Ben Gold,Rest Of Our Lives,Ultrasonic,39,202666,False,0.191,0.99,1,-4.05,1,0.146,0.000265,0.906,0.0976,0.0516,135.0,4,trance,0.0-0.1,0.1-0.2
110752,10vfOPjMNnhqKhqYz3GoxH,Mandragora,La Luna,La Luna,38,219534,False,0.775,0.725,0,-4.622,0,0.0378,0.215,0.618,0.5,0.222,129.009,4,trance,0.2-0.3,0.0-0.1
110755,0uif0Lvh62KQ8GIFY594M7,Tiësto;SWACQ,Party Time,Party Time,46,166560,False,0.635,0.878,0,-4.753,1,0.07,0.0103,0.538,0.338,0.414,125.002,4,trance,0.4-0.5,0.0-0.1
110757,79SCIhOaRBqHdrBurD2JKb,Mandragora,Disc 2,Burn It Down,35,312891,False,0.778,0.696,9,-8.794,0,0.0434,0.0103,0.869,0.107,0.383,134.99,4,trance,0.3-0.4,0.0-0.1
110771,0vrSxYXbexiU1E5snzFsRT,Astrix,Red Means Distortion,Dharma,23,535240,False,0.685,0.898,11,-5.778,0,0.0469,0.000143,0.867,0.331,0.0268,139.986,4,trance,0.0-0.1,0.0-0.1
110772,2AOmTB8IJm0decOoE21PxI,Synthatic;Tijah,Take A Ride,Trust Me,35,366760,False,0.68,0.712,0,-7.365,1,0.0577,0.000707,0.841,0.14,0.571,141.989,4,trance,0.5-0.6,0.0-0.1
110773,7f9PFz2XCYECXLV0rARvwU,Ace Ventura;Pantomiman,Hello?,Hello? - Pantomiman Remix,28,461652,False,0.736,0.803,11,-6.93,1,0.0531,6.18e-05,0.802,0.375,0.185,146.985,4,trance,0.1-0.2,0.0-0.1
110775,5RNGOlGqKBawkqLfdJqiqA,Shpongle,Ineffable Mysteries From Shpongleland,Nothing Is Something Worth Doing,44,384226,False,0.568,0.7,5,-12.089,0,0.03,0.192,0.907,0.117,0.247,118.027,4,trance,0.2-0.3,0.0-0.1
110779,5defyd9WrJCioezXeTqMdZ,Dezza;Lauren L'aimant,"44° North, 63° West",Ghost,46,262750,False,0.648,0.805,10,-7.145,0,0.029,0.0654,0.887,0.154,0.0627,123.998,4,trance,0.0-0.1,0.0-0.1
110780,4uB7RmCoM5NAZKMYypDLpz,Nadia Ali;Starkillers;Alex Kenji;Alesso,Pressure (Alesso Radio Edit),Pressure - Alesso Radio Edit,46,182929,False,0.527,0.866,10,-6.838,0,0.0346,0.000174,0.615,0.16,0.266,128.033,4,trance,0.2-0.3,0.0-0.1
110781,53u6z4AWKeb5rJCJ45Q3P5,Freakaholics,Penta Loco,Penta Loco,37,265199,False,0.507,0.629,11,-10.055,0,0.0903,0.102,0.833,0.0984,0.138,145.032,4,trance,0.1-0.2,0.0-0.1
110783,6SLq6JFLiev4woRchnY9xn,Digicult;U-Recken,Soul Samadhi,Sundara - Original Mix,28,570374,False,0.583,0.82,1,-4.742,1,0.0367,4.47e-05,0.815,0.337,0.19,144.01,4,trance,0.1-0.2,0.0-0.1
110784,0vqxBVOlXfe2FZODqapOvg,Electric Universe;Faders,Calling for Peace,Calling for Peace,42,539586,False,0.495,0.953,6,-5.1,1,0.0419,0.000171,0.649,0.324,0.384,145.011,4,trance,0.3-0.4,0.0-0.1
110788,1ORDYmBYllvoGjgWEDXPp5,Andy Moor;Adam White;Whiteroom;Marsh,The Whiteroom (Marsh Remix),The Whiteroom - Marsh Remix,43,213257,False,0.576,0.901,0,-6.612,0,0.0284,0.0218,0.882,0.435,0.229,124.99,4,trance,0.2-0.3,0.0-0.1
110791,7bPzk1B12yFWpnbzZIQGhm,Chicane;Joseph Aquilina,Everything We Had To Leave Behind,1000 More Suns,54,264523,False,0.531,0.614,8,-11.274,1,0.0315,0.352,0.731,0.0944,0.0393,122.977,4,trance,0.0-0.1,0.0-0.1
110793,4fKBKp6v52BBYHw3ePMXFp,Astral Projection,Trust In Trance 2,Mahadeva,33,565960,False,0.523,0.984,1,-9.015,1,0.0373,0.0185,0.9,0.133,0.824,149.836,4,trance,0.8-0.9,0.0-0.1
110795,06sH5jlyJ5c4DynYpIZrYB,Ace Ventura;Liquid Soul,Paradise Engineering,Neurochemistry,40,480000,False,0.717,0.898,7,-7.52,1,0.0424,0.000228,0.884,0.16,0.127,137.024,4,trance,0.1-0.2,0.0-0.1
110797,2JaIA5hhY7QuoD4BdxLZaV,Floe,Visions / Restless,Visions - Extended Mix,29,358669,False,0.632,0.983,7,-6.276,1,0.0631,0.0673,0.87,0.643,0.453,129.995,4,trance,0.4-0.5,0.0-0.1
110801,1AYN2i3mNIQkaRJjvSURV5,KiLLATK,NOISE,NOISE,21,354666,False,0.563,0.879,11,-7.16,0,0.0939,3.66e-05,0.605,0.07,0.261,180.009,4,trance,0.2-0.3,0.0-0.1
110803,7iMLLuT7YNX9JLfFuYuNiO,Mandragora,Efecto Mariposa,Efecto Mariposa,36,182553,False,0.658,0.857,2,-5.625,1,0.0322,0.111,0.686,0.204,0.0596,140.985,3,trance,0.0-0.1,0.0-0.1
110805,4sNX7d8SpdAC0G3LoU6dvB,Mandragora,Oie,Oie,37,200000,False,0.839,0.595,5,-7.556,0,0.136,0.00635,0.92,0.0583,0.322,150.025,4,trance,0.3-0.4,0.1-0.2
110807,5ecZ2R0Gv93PjBBbO1Zwys,Liquid Soul,Wake Up,Wake Up,29,453043,False,0.676,0.936,6,-7.228,0,0.0509,0.00206,0.841,0.107,0.0384,137.997,4,trance,0.0-0.1,0.0-0.1
110808,4ZUTq4eWs1NlMXko4kNjt9,Fungus Funk;Liftshift,Fractal Funk,Kush Tea,27,425164,False,0.693,0.988,7,-5.658,1,0.101,0.000112,0.831,0.641,0.349,146.999,4,trance,0.3-0.4,0.1-0.2
110809,4B8D5Cm7lxAIlPNh2saXRP,Robert Miles,Dreamland,Fable - Dream Radio,44,433066,False,0.608,0.815,1,-10.215,0,0.027,0.0293,0.92,0.814,0.255,136.074,4,trance,0.2-0.3,0.0-0.1
110813,5gprlslyCZD2zaFRwbu22t,Blastoyz;All In One;Dantra,Key To Happiness,Key To Happiness,42,355862,False,0.57,0.87,11,-6.485,0,0.0461,0.0477,0.695,0.118,0.489,144.953,4,trance,0.4-0.5,0.0-0.1
110815,6uBqW0IfwvcAbYA5x8LVMy,Tropical Bleyage;A-Tech,Universal Language,Reborn - A-Tech Remix,35,417103,False,0.566,0.951,8,-6.684,0,0.0422,0.000152,0.811,0.111,0.226,145.008,4,trance,0.2-0.3,0.0-0.1
110818,0N7xGxnWoSqVvT5QpzUZ83,Major7;Reality Test,Casa Blanca,Casa Blanca,34,476521,False,0.623,0.924,8,-4.854,0,0.0987,0.00528,0.637,0.228,0.0693,138.02,4,trance,0.0-0.1,0.0-0.1
110819,2lAxI691mgNx49rakccH1w,Synergetic Emotion;Kurtt,Utopia,Utopia,27,300000,False,0.621,0.626,4,-6.927,1,0.0526,0.0933,0.713,0.0834,0.184,140.031,4,trance,0.1-0.2,0.0-0.1
110820,0onLNYV4aYuSQb8wPxR0O0,Tritonal;Marlhy,Back To My Love,Back To My Love,46,401951,False,0.61,0.924,10,-6.062,0,0.0614,0.00208,0.517,0.241,0.0802,123.032,4,trance,0.0-0.1,0.0-0.1
110822,21t2aeBdnMEl2xVG4ORhP7,Killerwatts;Vini Vici,Edge Of Time,Colors,39,487374,False,0.609,0.979,11,-6.824,0,0.0563,0.00261,0.63,0.284,0.233,138.001,4,trance,0.2-0.3,0.0-0.1
110823,2c7y5n1q4rwHNTUPzi4HOe,Infected Mushroom;Bliss,IM25,Boss La Rosh,51,401167,False,0.53,0.84,7,-5.465,1,0.04,0.00769,0.906,0.0894,0.0398,139.967,4,trance,0.0-0.1,0.0-0.1
110824,1B0FEDRzzN5GP7HGZZfNQl,Dennis Sheperd;York;Iris,The Fall,The Fall,41,230476,False,0.59,0.811,2,-7.518,1,0.0343,0.00142,0.544,0.145,0.151,125.98,4,trance,0.1-0.2,0.0-0.1
110825,7j91sj24ANYQIfptwaemjC,Hilight Tribe,Trancelucid,Tambakunda,28,467293,False,0.712,0.631,10,-8.063,0,0.174,0.000601,0.897,0.271,0.589,149.991,4,trance,0.5-0.6,0.1-0.2
110826,0tQIROLkrjb4s3UFeJd0EE,Digicult;Tropical Bleyage,Soul Samadhi,Aradhana - Original Mix,30,415497,False,0.541,0.946,4,-4.97,0,0.0449,0.000155,0.786,0.381,0.149,145.004,4,trance,0.1-0.2,0.0-0.1
110827,1okI0EddpA2UxVY4hBw4PA,Solarstone;Nall,Seven Cities (Nall Remix),Seven Cities - Nall Remix,48,208803,False,0.527,0.823,0,-8.581,1,0.0341,0.367,0.954,0.133,0.14,122.011,4,trance,0.1-0.2,0.0-0.1
110828,4ljvM25QQsr2qRYnN5COID,Armin van Buuren,Trance Top 1000 - The Legends,Blue Fear,41,220280,False,0.557,0.844,10,-9.086,0,0.0636,0.00683,0.943,0.11,0.42,135.992,4,trance,0.4-0.5,0.0-0.1
110829,0YMmKbsH25K6Mp7Ld8VT1c,Mark Van Dale;Enrico;Vengaboys,Power Woman (Vengaboys Remix),Power Woman - Vengaboys Remix,31,259253,False,0.686,0.983,7,-6.532,1,0.0524,6.53e-05,0.772,0.0483,0.612,140.023,4,trance,0.6-0.7,0.0-0.1
110834,2zGRWSi7klnfoF4IYRAuon,The Thrillseekers;En-Motion,Trance Top 1000 (Mini Mix 003) - Armada Music,Synaesthesia (Mixed) - En-Motion Remix,54,71384,False,0.319,0.891,10,-6.577,1,0.0371,0.0725,0.889,0.32,0.214,139.806,4,trance,0.2-0.3,0.0-0.1
110835,3T6Gt575CWSaiU4nnRreMJ,Veracocha,Trance Top 1000 (Ibiza Anthems Mini Mix),Carte Blanche (Mix Cut) - FM Edit,55,123937,False,0.601,0.947,10,-9.37,0,0.0316,6.93e-05,0.825,0.351,0.659,140.009,4,trance,0.6-0.7,0.0-0.1
110837,57y3XVfjS2DCFnHXQpLtTU,Mandragora;4i20,Mechanics of Travel,No Stick No Stone,35,323621,False,0.499,0.621,9,-8.277,0,0.0624,0.00289,0.672,0.142,0.196,145.005,4,trance,0.1-0.2,0.0-0.1
110838,092KFe88nwvQaXbN5lFmiK,Push,The Sound Of Belgium,Universal Nation,28,614106,False,0.662,0.828,8,-9.513,1,0.0493,0.0562,0.888,0.0958,0.374,138.009,4,trance,0.3-0.4,0.0-0.1
110840,7g8dJIEhLLS17rESlJbp1e,Mark 'Oh,90s Charthits,Never Stop That Feeling 2001 - Video Cut,30,214333,False,0.694,0.983,1,-5.012,1,0.0665,0.145,0.977,0.24,0.519,139.97,4,trance,0.5-0.6,0.0-0.1
110841,2wfHc3wJjCeaaB78MlIJ2i,Perplexer,Da Capo,Da Capo - Video Mix,30,249493,False,0.591,0.816,0,-12.801,1,0.0495,0.00123,0.895,0.106,0.162,158.775,4,trance,0.1-0.2,0.0-0.1
110842,4x7F7Pf7ZvDUsgwSfwsAAQ,Jones & Stephenson,Thunderdome Never Dies,The First Rebirth - Remastered Original Mix,29,360800,False,0.511,0.99,3,-7.26,0,0.0588,0.0167,0.967,0.0859,0.211,159.82,4,trance,0.2-0.3,0.0-0.1
110845,1CmXnj2xE35kq4gyCm3kLM,NG Rezonance,Hard Trance Workout,Thermite - Mixed Edit,29,305142,False,0.501,0.952,5,-5.027,0,0.0361,4.27e-05,0.846,0.105,0.0376,140.016,4,trance,0.0-0.1,0.0-0.1
110846,2wnoCQPbacTlzLcbTs7KhX,NG Rezonance,"Syncopy Radio Edits, Vol. 2",Equilibrium - Radio Edit,29,138620,False,0.582,0.994,10,-5.548,0,0.242,0.00017,0.895,0.335,0.0393,145.005,4,trance,0.0-0.1,0.2-0.3
110847,2HvV1mmcU6vNrskPrDJ8iP,NG Rezonance;S5,Hard Trance Workout,Daylight - Mix Edit,29,335998,False,0.433,0.978,11,-7.9,0,0.0616,0.000705,0.94,0.0836,0.217,139.994,4,trance,0.2-0.3,0.0-0.1
110848,6WBnpegtgCV8kaPGrAB0AF,NG Rezonance,Hard Trance Workout,Adrenaline - Mix Edit,29,269142,False,0.51,0.994,1,-3.624,0,0.0801,0.00206,0.786,0.369,0.0693,140.037,4,trance,0.0-0.1,0.0-0.1
110850,4G58eym5EGj8ZG1qt8DXIx,Something Good;Yotto,Rhythm (Of The Night),Rhythm (Of The Night),49,201621,False,0.534,0.946,10,-6.632,1,0.0383,0.000404,0.698,0.348,0.173,121.951,4,trance,0.1-0.2,0.0-0.1
110852,1DZhHGSzZd61Eezn1oICcx,Simon Patterson,Roll the Credits,Roll the Credits,22,460000,False,0.576,0.97,1,-6.115,1,0.0821,0.000354,0.769,0.29,0.352,143.999,4,trance,0.3-0.4,0.0-0.1
110856,2KJc0tlouvIy4xwwlp40Hr,Reality Test;Gproject;HYBIT,The Hook,The Hook,30,285217,False,0.587,0.913,11,-2.887,0,0.0451,0.00145,0.9,0.261,0.0487,137.993,4,trance,0.0-0.1,0.0-0.1
110858,2ZDFiYhZUQA7bR6nYCvJ8z,Vegas (Brazil);Aura Vortex,Caixa Magica,Imaginarium - Vegas (Brazil) Remix,46,473610,False,0.673,0.847,0,-7.209,1,0.0412,0.0198,0.792,0.119,0.276,142.014,4,trance,0.2-0.3,0.0-0.1
110859,5PTwd54TX8VWHOD2UgR32f,Electric Universe,Bansuri,Bansuri,42,450206,False,0.512,0.963,8,-4.078,1,0.0509,8.17e-05,0.824,0.22,0.147,144.994,4,trance,0.1-0.2,0.0-0.1
110860,1SgNbJpAzhsWK29YTRr8H2,Space Food,Miracle,Miracle,41,212017,False,0.735,0.718,10,-8.005,0,0.0396,0.0371,0.758,0.0802,0.21,120.007,4,trance,0.2-0.3,0.0-0.1
110864,63vjnB6EeQuVf64zLxIo90,Aly & Fila;JES;Space Motion,Summer Sessions 2021,I Won't Let You Fall - Space Motion Extended Remix,36,449032,False,0.693,0.731,2,-8.552,1,0.0438,0.00483,0.543,0.112,0.273,122.987,4,trance,0.2-0.3,0.0-0.1
110868,3qehmGY1DnlBI5W9iFlUhR,Avalon;Tristan;Killerwatts;GMS,Rise The Remixes,We are Psychedelic - GMS Remix,38,427605,False,0.56,0.928,8,-5.797,1,0.0735,0.000142,0.801,0.411,0.425,142.02,4,trance,0.4-0.5,0.0-0.1
110869,1Dls4kcgFCFXuymquHsYG8,Tropical Bleyage,Constant Present,Mala - Original Mix,36,443584,False,0.587,0.818,10,-6.53,0,0.046,0.00677,0.885,0.87,0.234,144.999,4,trance,0.2-0.3,0.0-0.1
110870,0gd6Iz0oD2ROwesoHCKIQ4,Ruben de Ronde;Rodg;Louise Rademakers;Solid Stone,TogetheRR (Remixed),Riptide - Solid Stone Remix,48,259024,False,0.778,0.685,7,-9.616,1,0.042,0.00352,0.775,0.125,0.0974,122.995,4,trance,0.0-0.1,0.0-0.1
110871,2MyrJatlZSOhfgtc8UlNBu,Liquid Soul;Zyce;Solar Kid,"Full On Fluoro, Vol. 3 (Mixed Version)",Anjuna [Mix Cut] - Original Mix,50,279548,False,0.646,0.865,1,-16.545,1,0.0559,0.00165,0.816,0.0754,0.0396,137.437,4,trance,0.0-0.1,0.0-0.1
110874,1xlv5OjWJPO5WGDhv72NOj,NG Rezonance;PHD,Hard Trance Workout,Hidden - Mix Edit,29,329142,False,0.501,0.994,1,-4.973,1,0.0564,0.00274,0.843,0.0953,0.465,140.017,4,trance,0.4-0.5,0.0-0.1
110875,4qbVmHAR2ldYQmS8KopbPR,NG Rezonance;PHD,Hard Trance Workout,Forgotten - Mix Cut,29,267428,False,0.477,0.992,8,-7.612,1,0.0525,0.000722,0.901,0.133,0.419,139.988,4,trance,0.4-0.5,0.0-0.1
110876,17gDUHYrKUwKnqpBaflc7Y,NG Rezonance;Peter Berry,Hard Trance Workout,How Hard Is Your Trance - Mix Edit,29,329142,False,0.472,0.999,9,-6.057,1,0.0716,0.000273,0.882,0.091,0.107,140.005,4,trance,0.1-0.2,0.0-0.1
110877,120Tni2Xm0XoIvGt0o8NYD,NG Rezonance,"Syncopy Radio Edits, Vol. 2",Enigma - Radio Edit,29,134285,False,0.439,0.972,4,-3.378,0,0.0618,0.000141,0.913,0.0986,0.182,146.98,4,trance,0.1-0.2,0.0-0.1
110878,7ovBMy5H4MINAeXD0rUJSQ,NG Rezonance;S5,Hard Trance Workout,Eternity - Mix Edit,29,267428,False,0.387,0.993,5,-6.306,0,0.053,0.000129,0.888,0.0935,0.0807,140.022,4,trance,0.0-0.1,0.0-0.1
110879,2lX2gtkLVsaLxQ8MqSADtM,NG Rezonance,Hard Trance Workout,Resurgence - Mix Edit,29,270857,False,0.462,0.947,6,-8.183,0,0.05,6.29e-05,0.89,0.176,0.135,140.003,4,trance,0.1-0.2,0.0-0.1
110880,7DdYDHW8wX2EVrAI348nFj,NG Rezonance;S5,Hard Trance Workout,Reflection - Mix Edit,29,325714,False,0.455,0.934,11,-7.826,0,0.0516,0.00311,0.939,0.109,0.0393,139.996,4,trance,0.0-0.1,0.0-0.1
110881,7oXeg01xj3djNz0PisDWXd,NG Rezonance;PHD,Hard Trance Workout,Salvation - Mix Edit,29,329142,False,0.455,0.992,2,-5.494,1,0.0402,9.91e-05,0.926,0.0824,0.331,139.999,4,trance,0.3-0.4,0.0-0.1
110882,4J0t5MTjdeVpNM65Gwq659,NG Rezonance,"Syncopy Radio Edits, Vol. 2",Genesis - Radio Edit,29,154400,False,0.444,0.939,6,-5.367,0,0.0476,0.000607,0.928,0.314,0.0398,150.006,4,trance,0.0-0.1,0.0-0.1
